8550,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1587.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1562.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1512.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1537.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1462.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1487.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1437.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1412.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8950,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8850,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1212.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1237.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1262.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1287.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1312.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1337.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8050,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8150,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8250,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8350,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8450,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8550,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1387.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8750,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
8650,1362.5,0.5,50,12.5,0.5,5.336e-05,8.36e-06,5.336e-05
