40980,20460,60,60,60,60,0
40860,20460,60,60,60,60,0
40860,20580,60,60,60,60,0
40980,20580,60,60,60,60,0
41100,20580,60,60,60,60,0
41220,20340,60,60,60,60,0
41220,20220,60,60,60,60,0
40980,20340,60,60,60,60,0
40860,20340,60,60,60,60,0
40860,20220,60,60,60,60,0
40620,20220,60,60,60,60,0
40380,20340,60,60,60,60,0
40380,20460,60,60,60,60,0
40380,20580,60,60,60,60,0
40500,20580,60,60,60,60,0
40740,20460,60,60,60,60,0
40740,20820,60,60,60,60,0
40500,20700,60,60,60,60,0
40380,20700,60,60,60,60,0
40380,20820,60,60,60,60,0
40500,20940,60,60,60,60,0
40500,21060,60,60,60,60,0
40740,20940,60,60,60,60,0
40740,21060,60,60,60,60,0
41220,20820,60,60,60,60,0
41220,20940,60,60,60,60,0
41340,21060,60,60,60,60,0
41460,20700,60,60,60,60,0
41580,20820,60,60,60,60,0
41580,20940,60,60,60,60,0
41580,21060,60,60,60,60,0
41700,21060,60,60,60,60,0
41820,21060,60,60,60,60,0
41940,21060,60,60,60,60,0
42060,20940,60,60,60,60,0
42180,20700,60,60,60,60,0
42060,20700,60,60,60,60,0
41820,20700,60,60,60,60,0
41820,20580,60,60,60,60,0
41940,20580,60,60,60,60,0
42060,20580,60,60,60,60,0
42180,20580,60,60,60,60,0
42180,20460,60,60,60,60,0
42060,20340,60,60,60,60,0
42180,20340,60,60,60,60,0
41940,20220,60,60,60,60,0
41700,20340,60,60,60,60,0
41700,20460,60,60,60,60,0
41580,20460,60,60,60,60,0
41580,20580,60,60,60,60,0
41340,20460,60,60,60,60,0
41340,20580,60,60,60,60,0
41460,20340,60,60,60,60,0
41460,20100,60,60,60,60,0
41580,19860,60,60,60,60,0
41580,19740,60,60,60,60,0
41700,19740,60,60,60,60,0
41700,19860,60,60,60,60,0
41580,19980,60,60,60,60,0
42060,19740,60,60,60,60,0
41820,19620,60,60,60,60,0
42180,19500,60,60,60,60,0
42180,19380,60,60,60,60,0
42180,19260,60,60,60,60,0
41940,19260,60,60,60,60,0
41940,19380,60,60,60,60,0
41820,19260,60,60,60,60,0
41580,19260,60,60,60,60,0
41700,19380,60,60,60,60,0
41700,19620,60,60,60,60,0
41340,19500,60,60,60,60,0
41340,19380,60,60,60,60,0
41340,19260,60,60,60,60,0
41220,19380,60,60,60,60,0
40860,19380,60,60,60,60,0
40980,19380,60,60,60,60,0
40860,19500,60,60,60,60,0
40980,19620,60,60,60,60,0
41100,20100,60,60,60,60,0
41220,19980,60,60,60,60,0
41100,19980,60,60,60,60,0
40980,19860,60,60,60,60,0
40980,19980,60,60,60,60,0
40980,20100,60,60,60,60,0
40620,20100,60,60,60,60,0
40740,19980,60,60,60,60,0
40740,19860,60,60,60,60,0
40740,19740,60,60,60,60,0
40620,19740,60,60,60,60,0
40500,19740,60,60,60,60,0
40380,19860,60,60,60,60,0
40500,19980,60,60,60,60,0
40500,20100,60,60,60,60,0
40380,19500,60,60,60,60,0
40620,19620,60,60,60,60,0
40740,19500,60,60,60,60,0
40740,19380,60,60,60,60,0
40500,19260,60,60,60,60,0
40380,19380,60,60,60,60,0
40380,19260,60,60,60,60,0
40260,19260,60,60,60,60,0
40140,19380,60,60,60,60,0
39900,19260,60,60,60,60,0
39900,19380,60,60,60,60,0
40020,19620,60,60,60,60,0
40140,19500,60,60,60,60,0
40140,19980,60,60,60,60,0
40140,19740,60,60,60,60,0
40020,19740,60,60,60,60,0
40020,19980,60,60,60,60,0
40020,20100,60,60,60,60,0
39780,20100,60,60,60,60,0
39780,19740,60,60,60,60,0
39420,19740,60,60,60,60,0
39540,19860,60,60,60,60,0
39420,19860,60,60,60,60,0
39420,19980,60,60,60,60,0
39420,20100,60,60,60,60,0
39420,19500,60,60,60,60,0
39420,19620,60,60,60,60,0
39540,19620,60,60,60,60,0
39660,19620,60,60,60,60,0
39780,19500,60,60,60,60,0
39660,19380,60,60,60,60,0
39780,19380,60,60,60,60,0
39540,19380,60,60,60,60,0
39300,19260,60,60,60,60,0
39180,19260,60,60,60,60,0
39180,19620,60,60,60,60,0
39060,19500,60,60,60,60,0
38820,19260,60,60,60,60,0
38700,19260,60,60,60,60,0
38460,19380,60,60,60,60,0
38580,19500,60,60,60,60,0
38700,19620,60,60,60,60,0
38820,19500,60,60,60,60,0
38820,19740,60,60,60,60,0
38820,19860,60,60,60,60,0
38700,19740,60,60,60,60,0
38580,19740,60,60,60,60,0
38460,19860,60,60,60,60,0
38460,20100,60,60,60,60,0
38580,20100,60,60,60,60,0
38700,19980,60,60,60,60,0
38940,20100,60,60,60,60,0
38940,19980,60,60,60,60,0
39300,19860,60,60,60,60,0
39060,19740,60,60,60,60,0
39060,19860,60,60,60,60,0
38940,20580,60,60,60,60,0
39180,20580,60,60,60,60,0
39300,20220,60,60,60,60,0
39060,20220,60,60,60,60,0
38940,20220,60,60,60,60,0
38820,20220,60,60,60,60,0
38580,20220,60,60,60,60,0
38580,20340,60,60,60,60,0
38460,20580,60,60,60,60,0
38820,20580,60,60,60,60,0
38820,20700,60,60,60,60,0
38820,20820,60,60,60,60,0
38700,20820,60,60,60,60,0
38460,20820,60,60,60,60,0
38580,20820,60,60,60,60,0
38460,20940,60,60,60,60,0
38460,21060,60,60,60,60,0
38700,21060,60,60,60,60,0
38820,21060,60,60,60,60,0
38940,21060,60,60,60,60,0
39060,20940,60,60,60,60,0
38940,20700,60,60,60,60,0
39060,20820,60,60,60,60,0
39300,20820,60,60,60,60,0
39540,21060,60,60,60,60,0
39780,20940,60,60,60,60,0
39660,20940,60,60,60,60,0
39660,20820,60,60,60,60,0
39780,20820,60,60,60,60,0
39780,20700,60,60,60,60,0
39660,20700,60,60,60,60,0
39540,20700,60,60,60,60,0
39420,20700,60,60,60,60,0
39540,20820,60,60,60,60,0
39540,20340,60,60,60,60,0
39660,20220,60,60,60,60,0
39780,20340,60,60,60,60,0
39660,20580,60,60,60,60,0
39780,20580,60,60,60,60,0
39900,20340,60,60,60,60,0
40020,20340,60,60,60,60,0
40140,20340,60,60,60,60,0
40260,20340,60,60,60,60,0
40140,20700,60,60,60,60,0
40020,20700,60,60,60,60,0
39900,20700,60,60,60,60,0
39900,20820,60,60,60,60,0
40020,20820,60,60,60,60,0
40020,20940,60,60,60,60,0
39900,21060,60,60,60,60,0
40020,21060,60,60,60,60,0
40260,20940,60,60,60,60,0
40140,21300,60,60,60,60,0
40140,21180,60,60,60,60,0
39900,21420,60,60,60,60,0
39900,21540,60,60,60,60,0
40140,21540,60,60,60,60,0
40260,22020,60,60,60,60,0
40140,21780,60,60,60,60,0
40260,21780,60,60,60,60,0
39900,21660,60,60,60,60,0
40020,21660,60,60,60,60,0
39660,21900,60,60,60,60,0
39660,21780,60,60,60,60,0
39780,21780,60,60,60,60,0
39780,21660,60,60,60,60,0
39660,21660,60,60,60,60,0
39540,21660,60,60,60,60,0
39420,21900,60,60,60,60,0
39420,21420,60,60,60,60,0
39420,21540,60,60,60,60,0
39780,21540,60,60,60,60,0
39660,21300,60,60,60,60,0
39780,21300,60,60,60,60,0
39780,21180,60,60,60,60,0
39420,21300,60,60,60,60,0
39300,21180,60,60,60,60,0
39180,21180,60,60,60,60,0
39180,21300,60,60,60,60,0
39300,21540,60,60,60,60,0
39300,21420,60,60,60,60,0
38940,21300,60,60,60,60,0
39060,21300,60,60,60,60,0
39060,21180,60,60,60,60,0
38820,21180,60,60,60,60,0
38460,21300,60,60,60,60,0
38580,21540,60,60,60,60,0
38700,21540,60,60,60,60,0
38820,21420,60,60,60,60,0
38820,21780,60,60,60,60,0
38700,21780,60,60,60,60,0
38700,21660,60,60,60,60,0
38580,21660,60,60,60,60,0
38460,21660,60,60,60,60,0
38460,21780,60,60,60,60,0
38820,22020,60,60,60,60,0
38940,22020,60,60,60,60,0
39060,21900,60,60,60,60,0
39180,22020,60,60,60,60,0
39300,22020,60,60,60,60,0
39300,21900,60,60,60,60,0
39300,21660,60,60,60,60,0
38940,21660,60,60,60,60,0
39060,22380,60,60,60,60,0
39060,22500,60,60,60,60,0
39300,22380,60,60,60,60,0
39060,22140,60,60,60,60,0
38940,22140,60,60,60,60,0
38820,22140,60,60,60,60,0
38580,22140,60,60,60,60,0
38460,22260,60,60,60,60,0
38460,22380,60,60,60,60,0
38700,22380,60,60,60,60,0
38820,22380,60,60,60,60,0
38820,22620,60,60,60,60,0
38460,22620,60,60,60,60,0
38580,22740,60,60,60,60,0
38700,22980,60,60,60,60,0
38940,22980,60,60,60,60,0
39060,22860,60,60,60,60,0
38940,22860,60,60,60,60,0
39060,22620,60,60,60,60,0
39060,22740,60,60,60,60,0
39300,22740,60,60,60,60,0
39300,22860,60,60,60,60,0
39300,22980,60,60,60,60,0
39540,22860,60,60,60,60,0
39660,22860,60,60,60,60,0
39780,22740,60,60,60,60,0
39420,22740,60,60,60,60,0
39540,22740,60,60,60,60,0
39420,22500,60,60,60,60,0
39420,22260,60,60,60,60,0
39540,22140,60,60,60,60,0
39780,22140,60,60,60,60,0
39900,22500,60,60,60,60,0
40020,22380,60,60,60,60,0
40020,22140,60,60,60,60,0
40140,22260,60,60,60,60,0
40140,22500,60,60,60,60,0
40020,22620,60,60,60,60,0
40140,22980,60,60,60,60,0
40260,22860,60,60,60,60,0
40500,22980,60,60,60,60,0
40500,22740,60,60,60,60,0
40620,22620,60,60,60,60,0
40740,22740,60,60,60,60,0
40740,22860,60,60,60,60,0
40620,22860,60,60,60,60,0
40620,22980,60,60,60,60,0
40980,22860,60,60,60,60,0
40980,22980,60,60,60,60,0
41100,22980,60,60,60,60,0
41220,22860,60,60,60,60,0
41100,22860,60,60,60,60,0
41100,22740,60,60,60,60,0
41100,22620,60,60,60,60,0
40980,22620,60,60,60,60,0
40860,22500,60,60,60,60,0
40860,22380,60,60,60,60,0
40980,22500,60,60,60,60,0
41220,22500,60,60,60,60,0
41220,22380,60,60,60,60,0
41220,22260,60,60,60,60,0
40980,22140,60,60,60,60,0
40860,22140,60,60,60,60,0
40620,22260,60,60,60,60,0
40380,22140,60,60,60,60,0
40380,22500,60,60,60,60,0
40500,22500,60,60,60,60,0
40620,22500,60,60,60,60,0
40620,22380,60,60,60,60,0
40500,21900,60,60,60,60,0
40380,21900,60,60,60,60,0
40620,22020,60,60,60,60,0
40740,21900,60,60,60,60,0
40380,21660,60,60,60,60,0
40500,21420,60,60,60,60,0
40380,21300,60,60,60,60,0
40500,21180,60,60,60,60,0
40500,21300,60,60,60,60,0
40620,21300,60,60,60,60,0
40620,21180,60,60,60,60,0
40740,21180,60,60,60,60,0
40860,21540,60,60,60,60,0
40980,21540,60,60,60,60,0
40860,21420,60,60,60,60,0
40860,21180,60,60,60,60,0
40980,21180,60,60,60,60,0
40980,21300,60,60,60,60,0
41220,21180,60,60,60,60,0
41220,21540,60,60,60,60,0
41100,21660,60,60,60,60,0
40860,21780,60,60,60,60,0
40980,21780,60,60,60,60,0
40980,21900,60,60,60,60,0
40980,22020,60,60,60,60,0
41220,21900,60,60,60,60,0
41460,21900,60,60,60,60,0
41700,21900,60,60,60,60,0
41700,21780,60,60,60,60,0
41460,21660,60,60,60,60,0
41340,21780,60,60,60,60,0
41340,21420,60,60,60,60,0
41340,21180,60,60,60,60,0
41700,21180,60,60,60,60,0
41700,21300,60,60,60,60,0
41700,21420,60,60,60,60,0
41580,21420,60,60,60,60,0
41700,21540,60,60,60,60,0
41940,21420,60,60,60,60,0
41820,21180,60,60,60,60,0
42060,21180,60,60,60,60,0
42060,21420,60,60,60,60,0
42060,21540,60,60,60,60,0
42180,21660,60,60,60,60,0
42180,21780,60,60,60,60,0
42060,21780,60,60,60,60,0
41940,21660,60,60,60,60,0
41940,21900,60,60,60,60,0
41940,22380,60,60,60,60,0
41820,22380,60,60,60,60,0
42060,22500,60,60,60,60,0
42060,22260,60,60,60,60,0
41580,22140,60,60,60,60,0
41460,22260,60,60,60,60,0
41460,22380,60,60,60,60,0
41460,22500,60,60,60,60,0
41700,22740,60,60,60,60,0
41460,22620,60,60,60,60,0
41340,22620,60,60,60,60,0
41460,22740,60,60,60,60,0
41340,22860,60,60,60,60,0
41820,22980,60,60,60,60,0
41940,22980,60,60,60,60,0
41820,22860,60,60,60,60,0
41940,22620,60,60,60,60,0
42180,22860,60,60,60,60,0
42300,22980,60,60,60,60,0
42420,22980,60,60,60,60,0
42420,22860,60,60,60,60,0
42300,22860,60,60,60,60,0
42540,22740,60,60,60,60,0
42660,22620,60,60,60,60,0
42660,22860,60,60,60,60,0
43020,22980,60,60,60,60,0
43020,22740,60,60,60,60,0
43020,22620,60,60,60,60,0
42900,22740,60,60,60,60,0
